month,name,age,description,image,link
6,João Rui de Sousa,93,"Poeta e ensaísta ""de uma elegância clássica""",https://imagens.publico.pt/imagens.aspx/1706978?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/06/18/culturaipsilon/noticia/joao-rui-sousa-19282022-poeta-elegancia-classica-2010508
6,Jacques Villeglé,96,O bisavô da arte de rua,https://imagens.publico.pt/imagens.aspx/1706762?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/06/19/culturaipsilon/noticia/jacques-villegle-19382022-bisavo-arte-rua-2010369
6,Danuza Leão,88,"Jornalista, escritora e ex-modelo brasileira",https://imagens.publico.pt/imagens.aspx/1709045?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/06/24/impar/noticia/88-anos-danuza-leao-morreu-deixou-brasil-menos-divertido-2011251
6,Ana Gomes Ferreira,56,A jornalista que nos desafiava a ver o avesso do mundo,https://imagens.publico.pt/imagens.aspx/1709552?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/06/26/sociedade/noticia/ana-gomes-ferreira-19662022-jornalista-desafiava-avesso-mundo-2011382
6,Bruno Pereira,41,"Um ""escudo"" dos povos indígenas da Amazónia",https://imagens.publico.pt/imagens.aspx/1711702?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/03/mundo/noticia/bruno-pereira-19802022-escudo-povos-indigenas-amazonia-2011096
7,James Caan,82,Lendário actor de Hollywood,https://imagens.publico.pt/imagens.aspx/1713476?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/07/culturaipsilon/noticia/morreu-james-caan-lendario-actor-hollywood-2012880
7,José Eduardo dos Santos,79,Ex-Presidente de Angola,https://imagens.publico.pt/imagens.aspx/1713722?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/08/mundo/noticia/morreu-jose-eduardo-santos-expresidente-angola-79-anos-2011725
7,Shinzo Abe,67,Ex-primeiro-ministro japonês,https://imagens.publico.pt/imagens.aspx/1713914?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/08/mundo/noticia/shinzo-abe-19542022-nacionalista-batalhou-lugar-japao-mundo-2013002
7,Tony Sirico,79,Actor foi Paulie “Walnuts” em <em>Os Sopranos</em>,https://imagens.publico.pt/imagens.aspx/1714064?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/09/culturaipsilon/noticia/morreu-tony-sirico-paulie-walnuts-sopranos-2013069
7,Ana Costa,63,Produtora portuguesa administradora da Cinemate,https://imagens.publico.pt/imagens.aspx/1714158?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/09/culturaipsilon/noticia/cinemate-morreu-produtora-portuguesa-ana-costa-2013088
7,Technoblade,23,Popular por narrar as suas experiências no videojogo Minecraft,https://imagens.publico.pt/imagens.aspx/1714000?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/10/tecnologia/noticia/technoblade-19992022-ate-vista-nerds-2012707
7,L.Q. Jones,94,Actor norte-americano estrela de <em>westerns</em>,https://imagens.publico.pt/imagens.aspx/1714297?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/10/culturaipsilon/noticia/morreu-actor-lq-jones-parceiro-habitual-sam-peckinpah-western-2013146
7,Eurico Gonçalves,90,"Pintor, crítico de arte e professor",https://imagens.publico.pt/imagens.aspx/1714318?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/10/culturaipsilon/noticia/morreu-artista-plastico-eurico-goncalves-surrealista-portugues-dadazen-2013156
7,Luís Ferreira Alves,84,Pioneiro da fotografia de arquitectura em Portugal,https://imagens.publico.pt/imagens.aspx/1714425?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/11/culturaipsilon/noticia/morreu-luis-ferreira-alves-pioneiro-fotografia-arquitectura-portugal-2013197
7,Sérgio Pombo,75,Arte entre a figuração humana e a exasperação expressiva,https://imagens.publico.pt/imagens.aspx/1714917?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/12/culturaipsilon/noticia/morreu-artista-plastico-sergio-pombo-autor-pintura-tao-brilhantemente-viva-ofusca-2013367
7,Eugenio Scalfari,98,O grande jornalista italiano do século XX,https://imagens.publico.pt/imagens.aspx/1715725?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/14/mundo/noticia/eugenio-scalfari-19242022-jornalista-italiano-seculo-xx-2013712
7,Paul Ryder,58,Baixista dos Happy Mondays,https://imagens.publico.pt/imagens.aspx/1716218?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/15/culturaipsilon/noticia/morreu-paul-ryder-baixista-happy-mondays-2013877
7,Basilio Losada,92,Um dos embaixadores da lusofonia em Espanha,https://imagens.publico.pt/imagens.aspx/1716399?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/17/culturaipsilon/noticia/basilio-losada-19302022-embaixadores-lusofonia-espanha-2013882
7,Hans-Thies Lehmann,77,Autor da última grande teoria teatral do século XX,https://imagens.publico.pt/imagens.aspx/1718309?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/24/culturaipsilon/noticia/hansthies-lehmann-19442022-autor-ultima-teoria-teatral-seculo-xx-2014518
7,Bob Rafelson,89,Nome fundamental da Nova Hollywood,https://imagens.publico.pt/imagens.aspx/1718589?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/25/culturaipsilon/noticia/morreu-bob-rafelson-nomes-fundamentais-nova-hollywood-cocriador-monkees-2014903
7,Paul Sorvino,83,O durão sensível do cinema e da televisão,https://imagens.publico.pt/imagens.aspx/1718779?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/25/culturaipsilon/noticia/morreu-paul-sorvino-durao-sensivel-cinema-televisao-2014992
7,Bernard Cribbins,93,Actor britânico,https://imagens.publico.pt/imagens.aspx/1720014?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/29/culturaipsilon/noticia/morreu-actor-britanico-bernard-cribbins-2015513
7,Spider Webb,78,O tatuador que lutou para fazer do seu ofício uma arte,https://imagens.publico.pt/imagens.aspx/1720007?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/07/31/culturaipsilon/noticia/spider-webb-19442022-tatuador-lutou-oficio-arte-2014323
7,Nichelle Nichols,89,Uma das primeiras mulheres negras no espaço (televisivo),https://imagens.publico.pt/imagens.aspx/1720656?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/01/culturaipsilon/noticia/star-trek-morreu-nichelle-nichols-primeiras-mulheres-negras-espaco-televisivo-2015747
7,Uwe Seeler,85,O “dinossauro” que perseguia golos de bicicleta,https://imagens.publico.pt/imagens.aspx/1722204?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/07/desporto/noticia/uwe-seeler-19362022-dinossauro-perseguia-golos-bicicleta-2016097
8,Jô Soares,84,"Lenda do humor, da televisão e da cultura brasileira",https://imagens.publico.pt/imagens.aspx/1721904?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/05/culturaipsilon/noticia/morreu-escritor-humorista-brasileiro-jo-soares-2016226
8,Ana Luísa Amaral,66,Uma das vozes mais celebradas da poesia portuguesa,https://imagens.publico.pt/imagens.aspx/1722290?tp=UH&db=IMAGENS&type=JFIF&w=500&act=resize,https://www.publico.pt/2022/08/06/culturaipsilon/noticia/morreu-poeta-ana-luisa-amaral-2016351
8,Olivia Newton-John,73,Cantora de <em>Physical</em> e actriz do musical <em>Grease</em>,https://imagens.publico.pt/imagens.aspx/1722776?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/08/culturaipsilon/noticia/morreu-olivia-newtonjohn-2016571
8,Issey Miyake,84,O revolucionário da moda japonesa,https://imagens.publico.pt/imagens.aspx/1722839?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/09/impar/noticia/morreu-issey-miyake-principe-moda-japonesa-84-anos-2016600
8,Chalana,63,Um dos grandes jogadores da história do futebol português,https://imagens.publico.pt/imagens.aspx/1723255?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/10/desporto/noticia/chalana-genial-nao-canhoto-2016761
8,Sempé,89,Ilustrador francês que criou o Menino Nicolau,https://imagens.publico.pt/imagens.aspx/1723957?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/12/culturaipsilon/noticia/sempe-19322022-homem-criou-menino-nicolau-quis-desenhar-pessoas-felizes-2017024
8,Anne Heche,53,Uma actriz que Hollywood não soube aproveitar,https://imagens.publico.pt/imagens.aspx/1724096?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/12/impar/noticia/morreu-anne-heche-53-anos-semana-acidente-carro-2017080
8,“Marty” Martin,80,O embaixador das cascavéis,https://imagens.publico.pt/imagens.aspx/1724046?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/14/azul/noticia/marty-martin-19412022-embaixador-cascaveis-2016884
8,Nicholas Evans,72,Autor o de <em>O Encantador de Cavalos</em>,https://imagens.publico.pt/imagens.aspx/1724465?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/15/culturaipsilon/noticia/morreu-nicholas-evans-autor-encantador-cavalos-2017251
8,Hanae Mori,96,Primeira japonesa a entrar na alta-costura internacional,https://imagens.publico.pt/imagens.aspx/1725158?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/18/impar/noticia/morreu-designer-japonesa-hanae-mori-96-anos-2017547
8,Orlando Costa,73,Actor fez de <em>Zé Gato</em> na série homónima da RTP2,https://imagens.publico.pt/imagens.aspx/1725571?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/19/culturaipsilon/noticia/morreu-orlando-costa-ze-gato-nao-so-2017677
8,Frederick Buechner,96,O teólogo que escrevia sobre santos e pecadores,https://imagens.publico.pt/imagens.aspx/1725080?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/21/impar/noticia/frederick-buechner-teologo-escrevia-santos-pecadores-2017511
8,José Álvaro Correia,45,Um desenhador de luz poético,https://imagens.publico.pt/imagens.aspx/1726231?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/22/culturaipsilon/noticia/morreu-jose-alvaro-correia-desenhador-luz-poetico-2017937
8,Leon Vitali,74,O assistente pessoal de Kubrick,https://imagens.publico.pt/imagens.aspx/1727726?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/28/culturaipsilon/noticia/relacao-fiel-verdadeira-2018412
8,Paulo de Oliveira,84,Empresário de lanifícios da Covilhã,https://imagens.publico.pt/imagens.aspx/1728488?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/04/economia/noticia/paulo-oliveira-19372022-trabalhador-nato-criou-lider-local-improvavel-2019209
8,Mikhail Gorbatchov,91,O comunista que dissolveu o comunismo,https://imagens.publico.pt/imagens.aspx/1422199?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/30/mundo/noticia/mikhail-gorbatchov-19312022-comunista-dissolveu-comunismo-1897320
8,Charlbi Dean,32,Actriz protagonista de <em>Triangle of Sadness</em>,https://imagens.publico.pt/imagens.aspx/1728997?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/08/31/culturaipsilon/noticia/morreu-charlbi-dean-protagonista-triangle-of-sadness-filme-vencedor-festival-cannes-2018998
8,José Carlos Loureiro,96,O arquitecto do Palácio de Cristal e do Edifício Parnaso,https://imagens.publico.pt/imagens.aspx/1729155?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/01/culturaipsilon/noticia/morreu-jose-carlos-loureiro-arquitecto-palacio-cristal-edificio-parnaso-2019081
9,Peter Straub,79,"Mestre da literatura de terror, colaborador de Stephen King",https://imagens.publico.pt/imagens.aspx/1730622?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/07/culturaipsilon/noticia/morreu-peter-straub-mestre-literatura-terror-colaborador-stephen-king-2019708
9,Isabel II,96,A rainha que andou de braço dado com a História,https://imagens.publico.pt/imagens.aspx/1633850?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/08/mundo/noticia/isabel-ii-rainha-andou-braco-dado-historia-assistiu-declinio-britanico-fila-frente-1910471
9,Barbara Ehrenreich,81,A jornalista e activista que desafiou o sonho americano,https://imagens.publico.pt/imagens.aspx/1731541?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/11/culturaipsilon/noticia/barbara-ehrenreich-19412022-jornalista-activista-desafiou-sonho-americano-2019967
9,Javier Marías,70,O maior romancista espanhol das últimas décadas,https://imagens.publico.pt/imagens.aspx/1731801?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/11/culturaipsilon/noticia/javier-marias-19512022-maior-romancista-espanhol-ultimas-decadas-2020169
9,Vítor Aguiar e Silva,82,Nome central dos estudos camonianos,https://imagens.publico.pt/imagens.aspx/1731944?tp=UH&db=IMAGENS&type=JFIF&w=500&act=resize,https://www.publico.pt/2022/09/12/culturaipsilon/noticia/professor-vitor-aguiar-silva-morre-82-anos-2020265
9,William Klein,94,O fotógrafo que sonhava a preto e branco,https://imagens.publico.pt/imagens.aspx/1731991?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/12/culturaipsilon/noticia/william-klein-19282022-fotografo-sonhava-pretoebranco-2020278
9,Irene Papas,96,A mais internacional das actrizes gregas,https://imagens.publico.pt/imagens.aspx/1732646?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/14/culturaipsilon/noticia/morreu-actriz-irene-papas-2020511
9,Manuela Gonçalves,77,Pioneira da moda portuguesa do pós-25 de Abril,https://imagens.publico.pt/imagens.aspx/1734443?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/20/impar/noticia/morreu-manuela-goncalves-nome-cruza-moda-portuguesa-pos-25-abril-2021200
9,Hilary Mantel,70,Até ao fim a escrever contra os fantasmas,https://imagens.publico.pt/imagens.aspx/1735404?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/09/23/culturaipsilon/noticia/morreu-escritora-hilary-mantel-2021584
9,Chris Davidson,45,O surfista que se deixou enrolar por outras ondas,https://imagens.publico.pt/imagens.aspx/1737434?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/02/desporto/noticia/chris-davidson-19762022-surfista-deixou-enrolar-ondas-2022300
9,Yusuf Qaradawi,96,"""A consciência da comunidade muçulmana global""",https://imagens.publico.pt/imagens.aspx/1739989?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/09/mundo/noticia/yusuf-qaradawi-19262022-consciencia-comunidade-muculmana-global-2023273
9,Dan Wieden,77,"Publicitário criador do <em>slogan ""Just Do It""</em>",https://imagens.publico.pt/imagens.aspx/1744322?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/23/sociedade/noticia/dan-wieden-19452022-homem-cunhou-slogan-just-it-2024904
10,Douglas Kirkland,88,O fotógrafo das estrelas,https://imagens.publico.pt/imagens.aspx/1738845?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/04/culturaipsilon/noticia/morreu-douglas-kirkland-fotografo-estrelas-2022816
10,Loretta Lynn,90,"""Primeira-dama"" da música country",https://imagens.publico.pt/imagens.aspx/1738927?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/04/culturaipsilon/noticia/morreu-loretta-lynn-primeiradama-musica-country-2022842
10,Bruno Latour,75,Um dos mais influentes filósofos contemporâneos,https://imagens.publico.pt/imagens.aspx/1740181?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/09/culturaipsilon/noticia/morreu-bruno-latour-influentes-filosofos-contemporaneos-pensador-questao-ecologica-2023347
10,Angela Lansbury,96,"A detective televisiva de <em>Crime, Disse Ela</em>",https://imagens.publico.pt/imagens.aspx/1740869?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/11/culturaipsilon/noticia/morreu-angela-lansbury-detective-televisiva-crime-estrela-hollywood-classica-2023706
10,Mário Barros,51,Jornalista integrou o PÚBLICO entre 1995 e 2006,https://imagens.publico.pt/imagens.aspx/1741106?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/12/sociedade/noticia/morreu-mario-barros-antigo-jornalista-publico-2023772
10,Jesús Quintero,82,O jornalista que fez do silêncio palavra,https://imagens.publico.pt/imagens.aspx/1741643?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/16/mundo/noticia/jesus-quintero-19402022-jornalista-fez-silencio-palavra-2024011
10,Adriano Moreira,100,O político da história democrática com a maior longevidade,https://imagens.publico.pt/imagens.aspx/1735446?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/23/politica/noticia/morreu-adriano-moreira-politico-atravessou-historia-desencontro-2021596
10,Pierre Soulages,102,O pintor de todos os matizes do negro,https://imagens.publico.pt/imagens.aspx/1745605?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/27/culturaipsilon/noticia/morreu-pierre-soulages-pintor-matizes-negro-2025584
10,Jerry Lee Lewis,87,O pioneiro que encarnou as delícias infernais do rock’n’roll,https://imagens.publico.pt/imagens.aspx/1746118?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/28/culturaipsilon/noticia/morreu-pioneiro-rocknroll-jerry-lee-lewis-87-anos-2025775
10,Rodney Graham,73,O artista que inverteu a imagem das árvores,https://imagens.publico.pt/imagens.aspx/1746132?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/10/30/culturaipsilon/noticia/morreu-rodney-graham-inverteu-imagem-arvores-2025722
10,Hannah Pick-Goslar,93,A amiga de infância de Anne Frank,https://imagens.publico.pt/imagens.aspx/1750753?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/13/impar/noticia/hannah-pickgoslar-19282022-amiga-infancia-anne-frank-2027462
11,Bernardo Moreira,90,Personagem histórico do jazz em Portugal,https://imagens.publico.pt/imagens.aspx/1747826?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/04/culturaipsilon/noticia/morreu-bernardo-moreira-19322022-personagem-historico-jazz-portugal-2026494
11,Mário de Moura,98,Figura histórica da edição literária em Portugal,https://imagens.publico.pt/imagens.aspx/1748157?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/05/culturaipsilon/noticia/morreu-mario-moura-figura-historica-edicao-literaria-portugal-2026614
11,Lavínia Brito Paes,90,A desportista que deu mais do que recebeu,https://imagens.publico.pt/imagens.aspx/1748258?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/06/desporto/noticia/lavinia-brito-paes-19322022-desportista-deu-recebeu-2026422
11,Mimi Parker,55,Baterista e vocalista dos Low,https://imagens.publico.pt/imagens.aspx/1748339?tp=UH&db=IMAGENS&type=JFIF&w=500&act=resize,https://www.publico.pt/2022/11/06/culturaipsilon/noticia/morreu-mimi-parker-baterista-vocalista-low-2026692
11,Gal Costa,77,Dona de uma voz cristalina que conquistou sucessivas gerações,https://imagens.publico.pt/imagens.aspx/1749441?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/09/culturaipsilon/noticia/gal-costa-19452022-cristal-quebrou-2027124
11,Télémaque,85,Pintor pioneiro da figuração narrativa,https://imagens.publico.pt/imagens.aspx/1749891?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/10/culturaipsilon/noticia/morreu-pintor-telemaque-19372022-fundador-figuracao-narrativa-2027293
11,Nik Turner,82,Figura emblemática da contracultura dos anos 1960/70,https://imagens.publico.pt/imagens.aspx/1750755?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/12/culturaipsilon/noticia/morreu-nik-turner-espirito-livre-eterno-saxofonista-hawkwind-2027535
11,Keith Levene,65,Fundador dos Clash e dos Public Image Ltd,https://imagens.publico.pt/imagens.aspx/1750765?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/12/culturaipsilon/noticia/morreu-keith-levene-fundador-clash-public-image-limited-2027545
11,Francisco Laranjo,67,Pintor e ex-director da Faculdade de Belas Artes do Porto,https://imagens.publico.pt/imagens.aspx/1751801?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/16/culturaipsilon/noticia/morreu-francisco-laranjo-pintor-exdirector-faculdade-belas-artes-porto-2027973
11,Maria Adelina,92,"Nome da comédia e da revista, rosto familiar da TV",https://imagens.publico.pt/imagens.aspx/1752149?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/17/culturaipsilon/noticia/morreu-actriz-maria-adelina-nome-comedia-revista-rosto-familiar-tv-2028090
11,Fernando Campana,61,Com o irmão revolucionou o design brasileiro nos anos 80,https://imagens.publico.pt/imagens.aspx/1752487?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/18/culturaipsilon/noticia/fernando-campana-19612022-irmaos-mudaram-design-brasileiro-2028239
11,Mehran Karimi Nasseri,77,O homem que fez do aeroporto a sua casa,https://imagens.publico.pt/imagens.aspx/1753035?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/20/impar/noticia/mehran-karimi-nasseri-19452022-homem-fez-aeroporto-casa-2027935
11,Jean-Marie Straub,89,Um cineasta nunca reconciliado,https://imagens.publico.pt/imagens.aspx/1753152?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/20/culturaipsilon/noticia/jeanmarie-straub-cineasta-reconciliado-2028487
11,Pablo Milanés,79,Um revolucionário com uma voz privilegiada,https://imagens.publico.pt/imagens.aspx/1753564?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/22/culturaipsilon/noticia/morreu-cantor-compositor-cubano-pablo-milanes-2028649
11,Erasmo Carlos,81,Cantor e compositor brasileiro,https://imagens.publico.pt/imagens.aspx/1753816?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/22/culturaipsilon/noticia/morreu-cantor-compositor-brasileiro-erasmo-carlos-19412022-exjovem-guarda-2028753
11,Wilko Johnson,75,Um herói não cantado do punk,https://imagens.publico.pt/imagens.aspx/1754071?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/23/culturaipsilon/noticia/morreu-wilko-johnson-heroi-nao-cantado-punk-2028871
11,António da Cunha Telles,87,Figura fundamental do Cinema Novo português,https://imagens.publico.pt/imagens.aspx/1754342?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/24/culturaipsilon/noticia/morreu-produtor-realizador-antonio-cunha-telles-2028970
11,José Ruy,92,O incansável humanista da BD portuguesa,https://imagens.publico.pt/imagens.aspx/1754414?tp=UH&db=IMAGENS&type=PNG&w=500&act=resize,https://www.publico.pt/2022/11/24/culturaipsilon/noticia/morreu-jose-ruy-nome-historico-banda-desenhada-portuguesa-2028992
11,Hans Magnus Enzensberger,93,"Escritor, ensaísta e tradutor alemão",https://imagens.publico.pt/imagens.aspx/1754882?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/25/culturaipsilon/noticia/morreu-escritor-ensaista-tradutor-alemao-hans-magnus-enzensberger-2029219
11,Maria de Lourdes Resende,95,Eleita duas vezes Rainha da Rádio,https://imagens.publico.pt/imagens.aspx/1755150?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/26/culturaipsilon/noticia/maria-lourdes-resende-19272022-eleita-duas-vezes-rainha-radio-2029314
11,Irene Cara,63,Intérprete das canções-tema de <em>Fame</em> e <em>Flashdance</em>,https://imagens.publico.pt/imagens.aspx/1755193?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/26/culturaipsilon/noticia/irene-cara-interprete-cancoestema-fame-flashdance-morreu-63-anos-2029328
11,Fernando Gomes,66,O “bibota” entregou-se a uma missão,https://imagens.publico.pt/imagens.aspx/1755235?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/26/desporto/noticia/bibota-gomes-entregouse-missao-2029342
11,Carol Leigh,71,A mulher que inventou o termo “trabalho sexual”,https://imagens.publico.pt/imagens.aspx/1755098?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/27/impar/noticia/carol-leigh-19512022-mulher-inventou-termo-trabalho-sexual-2029171
11,Jiang Zemin,96,Antigo Presidente da República Popular da China,https://imagens.publico.pt/imagens.aspx/1756245?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/11/30/mundo/noticia/morreu-jiang-zemin-expresidente-china-2029713
11,Meinhard von Gerkan,87,Um dos mais conhecidos arquitectos alemães,https://imagens.publico.pt/imagens.aspx/1756755?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/01/culturaipsilon/noticia/morreu-arquitecto-meinhard-von-gerkan-desenhou-aeroporto-tegel-2029896
11,Aline Kominsky-Crumb,74,Cartunista feminista <em>underground</em>,https://imagens.publico.pt/imagens.aspx/1757571?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/04/culturaipsilon/noticia/morreu-cartunista-feminista-underground-aline-kominskycrumb-2030150
12,Kirstie Alley,71,"A actriz que conhecemos ao balcão de <em>Cheers, Aquele Bar</em>",https://imagens.publico.pt/imagens.aspx/1758005?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/06/culturaipsilon/noticia/kirstie-alley-vencedora-emmy-cheers-morre-71-anos-2030340
12,Jim Stewart,92,Co-fundador da mítica Stax Records,https://imagens.publico.pt/imagens.aspx/1758166?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/06/culturaipsilon/noticia/morreu-jim-stewart-cofundador-mitica-stax-records-2030397
12,Fernando de Pádua,95,Cardiologista e “médico do coração”,https://imagens.publico.pt/imagens.aspx/1758935?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2022/12/08/sociedade/noticia/morreu-cardiologista-medico-coracao-fernando-padua-2030703
